text,sentiment
"['info', 'gandeng', 'prof', 'rebut', 'suara', 'amp', '', 'jatim', 'gimana', 'bang', 'tanggapannya']",netral
"['politisi', 'pemilu', 'mainannya', 'partai', 'politik', 'kang', 'eep', 'saefullah', 'fatah', 'medio', 'september', '', 'anies', 'nyungsep', '', 'pilpres', '', 'tags', 'rempang', 'bromo', 'ngekos', '', '']",negatif
"['narasinarasi', 'janji', 'dikonsultasikan', 'bumerang', 'bahan', 'serangan', 'calon', 'analisa', 'janji', 'tsb', 'realistis']",netral
"['maaf', 'cak', 'setuju', 'berjalan', 'dananya', 'nggak', 'penggunaannya', 'anggaran', 'pendidikan', 'kesehatan', 'gratis', 'rakyat', 'amanat', 'uud']",positif
"['aniescak', 'imin', 'ganjar', 'muncul', '', 'video', 'azan', '', 'ganjarpranowo', 'aniesbaswedan', 'cakimin', 'mahfud']",netral
"['', 'faktanya', 'masyarkat', 'akar', 'rumput', 'butuh', 'janji', '', 'mudah', 'dipahami', 'sperti', 'itukalau', 'nga', 'jualan', 'kaya', 'gituakar', 'rumput', 'milih', 'kakunanti', 'ketinggal']",netral
"['dumdum', '', '', 'org', '', 'republik', 'iniklo', '', 'hancurrrrr', 'republik', 'krn', 'ngomongnya']",netral
"['', 'biaya', 'murah', 'biar', 'nggak', 'hadir', 'lengang']",netral
"['', 'cocok', 'nian', 'kangen', 'pingin', '', 'plg']",netral
"['jelaspasangan', 'anis', 'gus', 'muhaimin', 'kader', 'pergerakanbukan', 'anak', 'mami', 'penyokong', 'oligarki']",netral
"['', 'sumsel', 'palembang', 'raganya', 'sehat', 'jiwa']",netral
"['refleksi', 'rempang', 'batam', 'anies', 'baswedan', 'pro', 'poor', 'growth', 'membangun', 'menggusur', '', '', 'prophet', 'muhammad', 'adzan', 'maroko', 'senin', 'chris', 'evans', 'rempang', 'naufal', 'pisah', 'kylie', 'vietnam', 'mundur', 'alba', 'baptista', 'bernie', 'morocco', 'ahnhyoseop', 'tanyakosan']",negatif
"['pnk', '', 'normalisasi', 'becus', 'reformasi', 'penegakan', 'hukum', 'kelebihan', 'bayar', 'mulu']",netral
"['cak', 'imin', 'cawapres', 'anies', 'baswedan', '', 'nothing', 'suara', '', '', 'jatim', 'lari', '', 'prabowo', 'anies', 'unggul', '', 'dki']",netral
"['', 'pastikan', 'menang', 'dlu', 'insya', 'allah', 'perubahan', '', 'barakallah', 'anies', 'baswedan']",netral
"['sekedar', 'masukan', 'mendukung', 'dki', 'tolong', 'obral', 'janji', 'bentuk', 'materiuang', 'kurangi', 'bicara', 'ambil', 'porsi', 'capres', 'focus', 'soliditas', 'bergerak', 'akar', 'rumput', '', 'pkb', '']",netral
"['', 'gak', 'capres', 'bikin', 'program', 'tur', '', 'eropa', 'amrik', 'gratis', '', 'uang', 'saku', '', '', 'jthari', 'kalo', '', 'pilih', '', 'capres', 'colek']",positif
"['', 'sumsel', 'palembang', 'emg', 'sehat', 'skrng', 'sampe', 'pemilu', 'ntar', 'kalah', 'sakitnya', '']",netral
"['anies', 'baswedan', 'muhaimin', 'iskandar', 'pemimpin', 'otentik', 'anak', 'mami', 'orang', 'lahir', 'pergolakan', 'anti', 'orde', 'berproses', 'realitas', 'buruh', 'masyarakat', 'miskin', 'petani', 'aniesbaswedan', 'muhaiminiskandar', 'aniesmuhaimin', 'pemimpinotentik']",negatif
"['', 'janji', 'beliau', 'harlah', 'pkb', 'kmrin', 'blum', 'menjalin', 'koalisi', 'dgn', 'anies']",netral
"['', 'iya', 'sesuai', 'pernyataannya', 'gila']",netral
"['pemilu', 'pengangkatan', 'calon', 'presiden', 'wakil', 'presiden', 'transaksional', 'keputusan', '', 'mengkampanyekan', 'politik', 'nontransaksional', '', 'mengedepankan', 'idealisme', 'visi', 'coba', 'mas', 'anies', 'fokusin', 'dalem', '', 'kampanye', '', 'first', 'voter']",netral
"['', 'muhaimin', 'upaya', 'penggembosan', 'anies']",netral
"['', 'sumsel', 'palembang', 'gak', 'ikutan', 'tren', 'kali', 'aja', 'nongol', '', 'adzan', 'metro', '']",netral
"['', 'hukum', 'mati', 'koruptor', 'bubarkan', 'partai', 'buruh']",netral
"['gpng', 'marm', '', '', 'memikirkan', 'anggotanya', '', 'parlemen', '', 'pemilihnya', 'keebanyakan', 'milih', 'anisdan', '', '', '', 'dimana', 'sby', 'dominan', '', 'perhitungkan']",netral
"['lampion', 'id', 'bacapres', 'gak', 'setuju']",netral
"['', 'sumsel', 'palembang', 'postingan', 'capres', 'ngga', 'mutu', 'blassss', 'ngga', 'ide', 'bisanya', 'diajak', 'disuruh']",netral
"['', 'ide', 'bagus', 'nih']",netral
"['', 'sumsel', 'palembang', 'badan', 'sehattapi', 'giliran', 'otaknya', 'konslet']",netral
"['', 'masya', 'alloh', 'miiiinnn', 'cak', 'kimiiin', '', 'hitungan', 'bergaul', 'wanaibon', '', 'halu', '', 'haduuh', 'program', 'ngarang', '', 'rakyat', 'indonesia', 'rakyat', 'yaman', 'hidup', 'sengsara', '', 'dijanjikan', 'nyoblos']",netral
"['', 'omongan', '', 'sesuai', 'kenyataan', 'gandeng', '', 'imin', 'jualan', '', 'agama', 'emang', 'politik', 'identitans', '', 'anis']",netral
"['', 'pkb', 'semogah', 'harapan', 'perubahan', 'perbaikan', '', '', '', '', '', '', '', 'menang', 'pemilu', 'aamiin']",netral
"['', 'duk', '', 'membanggkan', 'pendidikan', 'istinya', 'ganjar', '', 'bandingkan', '', 'istri', 'anies', 'baswedan', 'larinya', '', 'kondisi', 'ekonomi', 'mertua', 'ganjar', '', 'pondok', 'pesantren', '', 'masalahkan', 'kondisi', 'ekonominya']",netral
"['', 'pemimpin', '', 'cintai', 'rakyatnya', 'ikhlasan', 'anies', 'mencintai', 'rakyatnya', 'rakyat', 'alllohu', 'akbar', 'semoga', 'alloh', 'permudah', 'anies', 'presiden']",netral
"['', 'sumsel', 'palembang', '', 'tergantung', 'kalo', 'kebijakan', '', 'merugikan', 'koalisi', '', 'dirubah', 'namanya', 'aja', 'perubahan', 'berubah', 'ubah', 'sesuai', 'kepentingan']",netral
"['', 'bagus', '', 'ikuti', 'calon', 'presiden', 'berwudhunya', 'gak', 'wudhu']",netral
"['head', '', 'head', 'survei', 'polling', 'institute', 'prabowo', 'menang', 'telak', '', '', 'anies', '', 'jakarta', '', 'head', '', 'head', 'simulasi', 'nama', 'kandidat', 'calon', 'presiden', 'menteri', 'pertahanan', 'prabowo', 'subianto', 'melawan', 'gubernur', 'dki', 'jakarta', 'anies', 'baswedan', 'diungkap', 'polling', 'institute']",netral
"['nggak', 'hadir', '', 'selesai', 'debat', 'nggak', 'greget', 'turun', 'survey', 'nya', 'smp', 'gonta', 'ganti', 'cawapres', '', 'agus', '', 'cak', 'imin', 'asmara', 'idha', 'official']",netral
"['emang', 'adlah', 'takdirnya', 'utk', 'menyelematkan', 'indonesia', 'chotimah']",netral
"['', '', 'habib', 'bersuara', 'omelin', 'bib', 'omelin']",netral
"['waras', 'politik', 'idenntitas', '', 'lhoh']",netral
"['', 'sejarah', 'yaman', '', 'terbalik']",netral
"['', 'poirot', 'dasarnya', 'pendukung', 'sebelah', 'pola', 'pikirnya', 'sempit', 'ajakan', 'memilih', 'ganjar', 'disana']",netral
"['bahlil', 'menerangkan', 'ketiga', 'calon', 'presiden', 'masuk', 'bursa', 'capres', '', 'menteri', 'pertahanan', 'prabowo', 'subianto', 'gubernur', 'jawa', 'ganjar', 'pranowo', 'mantan', 'gubernur', 'dki', 'anies', 'baswedan']",netral
"['', 'trnyata', 'klo', '', '', 'dlm', 'koalisi', 'duga', 'merusak', 'keharmonisan', 'koalisimasuknya', 'pkb', 'bargaining', 'position', '', '', 'jatuh', 'aja', 'ngamuknya', 'brutal', 'bgnigmna', 'klo', 'anis', 'dikunci', 'pdbs', 'byk', 'akrobat', 'politik', '', '', '', 'merugikan']",negatif
"['ngga', 'keren', '', 'muka', 'anies', 'baswedan', 'hati', 'tulus', 'melancarkan', 'ekonomi', 'rakyatnya', 'anies', 'sukses', 'emang', 'sesukses', 'aminsukses', 'aniessukses']",netral
"['', '', 'sakjane', 'matursuwun', 'nang', 'lord', '', 'pks', 'sejalan']",netral
"['', 'sumsel', 'palembang', 'ajak', 'susi', 'gabung', 'team', 'pemenangan']",netral
"['', 'sumsel', 'palembang', 'wowoooo']",netral
"['anies', 'baswedan', 'masingmasing', 'persentase', '', '', 'simulasi', 'head', '', 'head', 'prabowo', 'unggul', '', 'dibandingkan', 'ganjar', 'memperoleh']",netral
"['tolak', 'cawapres', 'anies', 'baswedan', 'mahfud', '', 'pilih', 'terima', 'pinangan', 'ganjar', 'pranowo']",netral
"['membahas', 'perihal', 'kebijakan', 'hilirisasi', 'presiden', 'joko', 'widodo', 'jokowi', 'dibandingkan', 'capres', 'mantan', 'gubernur', 'jawa', 'ganjar', 'pranowo', 'mantan', 'gubernur', 'dki', 'jakarta', 'anies', 'baswedan']",netral
"['ketua', 'pkb', 'muhaimin', 'iskandar', 'cak', 'imin', 'mengakui', 'capres', 'koalisi', 'perubahan', 'persatuan', 'kpp', 'anies', 'baswedan', 'dikenal', 'kiai', 'masyarakat', '', 'jawa', 'timur', '', 'cakimin', 'anies', 'pemilukcm']",netral
"['', 'sumsel', 'palembang', 'krn', 'capresku', 'aniesgus', 'imin']",netral
"['ohello', 'id', 'muncul', '', 'adzan', 'televisi', 'sbg', 'model']",netral
"['', 'sila', '', '', '', 'kenyataan']",netral
"['rakyat', 'rempang', 'menderita', 'bangsa', 'melayu', 'berduka', 'hamper', 'rakyat', 'menderita', 'era', 'jokowi', 'mengutamakan', 'pembangunan', 'berbasis', 'kapitalis', 'ortodok', 'kbanews', 'didu']",netral
"['', 'sumsel', 'palembang', 'pilih', 'capres', 'maling', 'mahoni', 'maling', 'kelebihan', 'bayar', '', 'jerman', 'dikbud', 'dki', 'nipu', '', 'nol', 'persen', 'pilih', 'capres', 'maling', '', 'iman', '', 'mantan', 'menteri', 'mantan', 'gubernur', 'gak', 'jaminan']",netral
"['', 'berani', 'negur', 'cak', 'imin', 'gus', 'imin', 'ketum', 'pkb', 'basis', '', '', '', 'anis', '', 'dikendalikan', 'gus', 'imin']",netral
"['', 'mknya', 'seandainya', 'rakyat', 'indo', 'pilih', 'anies', 'kalo', 'situng', 'perolehan', 'suara', 'dicurangin', '', '', 'pemenangnya', 'pkb', 'persiapan', 'kelen', 'utk', 'antisipasi', 'kecurangan', 'udh']",netral
"['', 'surya', 'paloh', 'muhaimin', 'orangnya', 'jokowiterus', 'harapkan', 'koalisi', 'perubahan', 'pesuruh', 'partai']",netral
"['jsp', 'yya', 'iyaa', 'laaaaah', 'mbuuulet', 'muter', 'qaiyak', 'tong', 'syaitona', 'muuuuuuuter', 'mulu', '', 'jeblos', 'sumur', 'resapan', 'bareng', 'syaitona', 'dwah']",netral
"['', '', '', 'suara', 'hilang', '', 'ribu', 'suara', 'masuk', 'wkwkwk', 'rakyat', 'mengikuti', 'penghianat']",netral
"['', 'biarkan', 'rakyat', 'menilai', 'ingkarberhianat', 'pilgub', 'dki', '', '', 'dukung']",netral
"['', 'move', '', 'move', '', 'selamat', 'gerbong', 'demokrat', 'versi', 'moeldoko']",netral
"['', 'account', 'blm', 'diganti', 'seputaranies']",netral
"['', 'sumsel', 'palembang', 'ngibul', '', '', '', 'pemimpin']",netral
"['crab', 'males', '', 'kalo', 'tag', 'ginian']",netral
"['dumdum', 'wkwkwkwk', 'berhasil', 'mengancam', 'hengkang', 'tanggal', '', '', 'paham', 'malasbaca']",netral
"['', 'suryo', 'paloh', 'jago', 'anies', 'baswedan', 'menang']",netral
"['', '', 'tanye', 'ame', 'loe', 'konsep', 'perubahan', '', '', 'tawarkan', 'kedepanya', 'belia', 'terpilih', 'wapres']",netral
"['', 'ala', 'tai', 'kucing', '', 'coba', 'klu', '', 'lakuin', 'klu', 'eng', 'congor', '', 'triak', 'politik', 'indititas', 'bangsat', '']",netral
"['', 'sumsel', 'palembang', 'akun', 'pki', 'jaman', 'now']",netral
"['', 'hahaha', 'nih', 'bacapres', 'andalanmu', 'ekooo', 'ntol', '']",positif
"['surya', 'paloh', 'pilih', 'gus', 'imin', 'cawapres', 'anies', 'baswedan', 'musni', 'umar', 'sosiolog', '', 'deklarasi', 'pasangan', 'anies', 'baswedan', 'muhaimin', 'iskandar', 'calon', 'presiden', 'wakil', 'presiden', '', 'pilpres', '', 'koalisi', 'perubahan', 'persatuan']",netral
"['crab', 'lawan', 'sendal', 'jepit', 'tahan', 'jepit', 'tahan', 'jepit', 'tahan']",netral
"['', 'sumsel', 'palembang', 'emang', 'ente', '', 'senam', 'milih', 'ente', 'wankalo', 'dapet', 'kaos', 'ane', '', 'wan']",netral
"['lhaaaaaa', 'sadar', 'tokoh', 'terbaik', 'kbul', 'mengkbul', '', 'kemana', 'aja', 'mas', 'sby', 'susilobambangyudhoyono', 'partaidemokrat', 'aniesbaswedan', 'aniesisthebeast', 'aniesgabenerpembohong', 'aniesgabisakerja', 'aniesbapakpolitikidentitas', 'aniesprankahy', 'ahy', 'aniespengkhianat']",netral
"['', 'donk', '', 'imin', 'mjd', 'bacawapresnya', 'tdk', 'realistis']",netral
"['pks', 'pkb', 'minyak', 'air', 'insyaallah', 'sebentar', 'kopi', 'gula', 'menyatu', 'kopi', 'nikmat', 'kemenangan', 'umat']",netral
"['sena', '', 'wajar', 'yaa', 'bacapres', '', 'pandangannya', 'ikn', 'bikin', 'ayam', 'geprek', '', 'ikn', '', 'pertanyaaan', 'favorit', '', 'forum', 'smp', '', 'mending', 'anies', 'belajar', '', 'substantif', '', 'suka', 'ikn', '', '', 'jngn', 'pake', 'baper']",netral
"['', 'dibicarakan', '']",netral
"['kesetiaan', 'pks', 'berbuah', 'manis', '', '', 'pks', 'koalisi', 'aniesbaswedan', 'pilpres', 'pemilu', 'pinterpolitik', 'politikindonesia', 'beritapolitik', 'beritapolitikterkini', 'beritapolitikterbaru']",netral
"['senam', 'sehat', 'pks', 'sumsel', 'anies', 'visi', 'perubahan', 'perubahan', 'nyata', '', 'bidang', 'kehidupan', '', 'pksmenanganiespresiden', 'pkspembelarakyat', 'pks']",netral
"['', 'sumsel', 'palembang', 'puji', 'kalo', 'pks', 'koalisi', 'bilang', 'iniitu', 'kayak', '', 'demokrat']",netral
"['', '', 'ngaruh', 'anjirrr', 'biji', 'doang', 'mah', 'kecuali', 'keluarga', '', '', 'kecamatan']",netral
"['', 'sumsel', 'palembang', 'pesantren', 'makam', 'ulamajelaskan', 'kitax', 'sejelasjelasnya', 'program', '', 'maslahat', 'bermanfaat', 'rakyat', 'rekam', 'jejak', '', 'jakarta', 'sptnya', 'omong', 'kosong', 'alias', 'ngibul']",netral
"['jsp', 'selamat', 'tinggal', 'partai', 'demokrat']",netral
"['', 'logika', 'simple', 'nya', 'sobat', '', 'ayah', 'baper', 'sobat', '', 'partai', 'abu', 'udah', 'nyari', 'statement', 'menguntungkan', 'anak']",netral
"['crab', 'ntar', 'gini', 'prov', 'tolong', 'jadwal', 'nya', '', 'sesuaikan', 'wekkk']",netral
"['', 'tokoh', 'php', 'menjemput', 'takdir', '', '', 'coba', '', 'nanya', '', 'mp', 'gmn', 'sosok']",netral
"['pks', 'solid', 'anies', 'baswedan', '']",positif
"['', 'politik', 'identitas', 'anies', 'baswedan', 'cak', 'imin']",netral
"['', 'nasrunminallah', '', 'fathunqarrib', 'anies', 'baswedan', 'segenap', 'pendukung', 'nya', 'karihal', 'kafiruun', 'walaukarihal', 'musyrikuun', 'walaukarihal', 'munafikuun', 'barakallahu', 'fiikum', 'anies', 'baswedan', 'segenap', 'pendukung', 'nya']",netral
"['', 'rakyat', 'muak', 'janji', 'palsu', 'pemimpin', 'konoha']",netral
"['sedih', 'bahagia', 'betapa', 'senangnya', 'andra', 'pedagang', 'tisu', 'asongan', '', 'palembang', 'bertemu', 'langsung', 'idolanya', 'anies', 'baswedan', 'andra', 'musibah', 'dimana', 'beliau', 'kehilangan', 'mertua', 'nya', 'terima', 'kasih', 'menemui', 'orang', 'andra']",netral
"['', 'budak', 'palembang', 'tetep', 'ganjar', 'pranowo']",netral
"['', 'sumsel', 'palembang', '', 'rakyatmu', '', 'bingung']",netral
"['', 'sumsel', 'palembang', 'kalo', 'sehat', 'coba', 'lari']",netral
"['kesannya', '', 'dendam', 'sih', 'kawan', '', 'lawansebegitu', 'sakit', 'hatinya', 'yakan', 'mas', 'ahy', '', 'menteri', 'dulubr', '', 'presidenseperti', 'sbytolong', 'dimengerti', 'maksud', 'damai']",netral
"['idha', 'nasrunminallah', '', 'fathunqarrib', 'anies', 'baswedan', 'segenap', 'pendukung', 'nya', 'karihal', 'kafiruun', 'walaukarihal', 'musyrikuun', 'walaukarihal', 'munafikuun']",netral
"['', 'sumsel', 'palembang', 'halah', 'lebay']",netral
"['', '', 'jantungan', '', 'banjir', 'bawa', 'toa', 'target', '', '', 'rumah', 'selesainya', 'berabad', 'abad']",netral
"['', 'bener', '', 'skalian', 'yakinkan', 'bhw', 'doi', 'posisinya', 'cawapres', 'khawatir', 'jgn', 'doi', 'ngerasa', 'capres']",netral
"['', 'sumsel', 'palembang', 'sby']",netral
"['', '', 'dipereburankan', 'hitung', 'diatas', 'kertas', 'primordialisme', 'pemilih', 'idealisme', 'bernegara', '', 'pemilih']",netral
"['anies', 'baswedan', 'memilih', 'muhaimin', 'iskandar', 'calon', 'wakil', 'presiden', 'aminindonesialebihbaik']",netral
"['', 'sumsel', 'palembang', 'harto', 'tien', 'jaman', 'orba', 'dominasi', 'tien']",netral
"['', 'sumsel', 'palembang', 'bagus', 'tuh', 'apapun', 'kegiatannya', 'sekeluarga', 'kagak', 'milih']",netral
"['', 'dumdum', 'ahlinya', 'bikin', 'pengasong', 'khilaf', 'terkaing', '', '', '', '', 'sebentar', 'terkaing', '', '', '']",netral
"['', '', '', 'janji', 'gak', 'dibilang', 'menipu']",netral
"['rempang', 'wilayah', 'indonesia', 'merdeka', 'dihuni', 'masyarakat', 'melayu', 'tibatiba', 'nama', 'hak', 'negara', 'membagibagi', 'tanah', 'masyarakat', 'digusur', 'meneruskan', 'kunjungan', '', 'warga', 'rempang', '']",positif
"['', 'sumsel', 'palembang', 'nahdliyin', 'cerdas', 'menentukan', 'pilihan', 'membedakan', 'petugas', 'partai', 'pesuruh', 'partai', 'pemilik', 'partai']",netral
"['', 'mantap', 'terusnya', 'anies', 'partai', 'udh', '', 'obral', 'syarat', 'mencari', 'koalisi']",netral
"['chotimah', 'boneka', 'jilid', '', '', 'sembah', 'dasar', 'perusak', 'nkri', 'syaraf', '', 'fir', 'jing']",netral
"['', 'amis', '', 'anismuhaimin', 'iskandar']",netral
"['', 'nya', 'template']",netral
"['', '', 'bahas', 'move', '', '', 'siapasiapa', 'pencinta', 'buta', 'move', '']",netral
"['', 'ajah']",netral
"['', 'sumsel', 'palembang', 'perubahan', 'taek', 'kucing', 'wan', 'bahlul', 'dagang', 'bacod']",netral
"['', '', 'anies', 'wakilnya', 'gerindra', 'partai', 'pendukung', 'pemerintahtapi', 'jakarta', 'berubah']",netral
"['', 'brewok', 'dapetin', 'suara', 'umat', 'islam', 'iya', 'namanya', 'politik']",netral
"['', 'besok', 'beneran', 'maju', '', 'pilih', 'menang', 'langsung', 'oposisi', 'tagih', 'janji', '', 'tertulis', '', '', '', 'forum', 'media', 'terpercaya']",netral
"['', 'sumsel', 'palembang', 'kin', 'solikin', 'ndang', 'muliho', 'enak', 'neng', 'indonesia', 'serba', 'gratis', 'bensin', 'motor', 'gratis', 'meteng', 'dibagi', 'duit', '', 'yuto', 'sampe', 'ndoboli', 'mangan', 'gratis']",positif
"['', 'sumsel', 'palembang', 'insyaallah', 'ganjar', 'pranowo', 'tuk']",netral
"['', 'jokowi', 'gak', 'bilang', 'suka', 'porno', 'beliau', 'negarawan', 'sosok', 'pemimpin', '', 'melanjutkan', '', 'gitu']",netral
"['dumdum', 'klo', 'gak', 'suka', 'anies', 'tinggal', 'pilh', 'prabowo', 'mudah', 'gitu', 'aja', 'repot']",netral
"['', 'sumsel', 'palembang', 'salam', 'sehat', 'sabtu', '', 'surabaya', 'minggu', '', 'palembang']",netral
"['elektabilitas', 'prawobo', 'ungguli', 'ganjar', 'pranowo', 'anies', 'baswedan', 'polling', 'institute', '', 'babad', '', '', 'babad', '', 'jokowinomics', 'bersamaprabowo', 'menatamasadepan']",netral
"['torang', 'butuh', 'anies', 'baswedan', 'modal', 'mulut']",netral
"['bangagoengdua', 'baguslah', 'berdamai', 'bersatu', 'indonesia', '', 'gak', 'suka', 'jatidiri', 'nasionalisme', 'nya', 'ayuk', '', 'dukung', 'pasangan', 'mantapks']",netral
"['pemikiran', 'anies', 'baswedan', 'memangnya', 'bumn', 'beli', 'tanah', 'belanda', 'beli', 'tanah', 'wajib', 'direnungkan', 'pemimpin', 'negeri', 'tolakpenggusuranrempang']",netral
"['keren', 'bgt', 'emang', 'nice', 'interview', 'with', 'bocor', 'alus', 'politik']",positif
"['', 'pkb', '', 'caheum', '', 'cibaduyut', 'mang', '', 'tos', 'teu', 'aya', 'mang', 'sarieuneun', 'keur', 'mah', 'supir', '', 'batak', 'hungkul', 'katambah', 'tara', '', 'tepikeun', '', 'terminal', 'cenah']",netral
"['', 'berita', '', '', 'goreng']",netral
"['asmara', 'cieciecieyang', 'samasama', 'setipe', 'seirama', 'oportunisbukan']",netral
"['ambisi', 'anies', 'baswedan', 'terpilih', 'presiden', 'benahi', 'layanan', 'kesehatan', 'permudah', 'akses', 'pendidikan']",netral
"['', 'pesuruh', 'partai', 'banggakan']",netral
"['', 'sumsel', 'palembang', 'emang', '', 'percaya', '', 'nies']",netral
"['dumdum', 'demokrat', 'sdh', 'tau', 'akhlaknya', 'tukang', 'ngibul', 'berharap', 'ketum', 'nya', 'wapres', 'tutup', 'sebelah', 'mata', '', 'lepeh', '', 'buka', 'mata', 'sebelahnya', '', 'tertutup']",netral
"['anies', 'baswedan', 'tudingan', 'politik', 'identitas', 'intoleran', 'politik', 'identitas', '', '', 'aktor', 'adzan', 'maghrib', '', 'amin', 'aniesbaswedan', 'muhaiminiskandar', '', 'samosir', 'sapta']",netral
"['', 'pkb', 'sbg', 'legislatif', 'mgkn', 'menginisiasi', 'janji', 'hrs', '', 'mengisi', 'dgn', '', '', '', 'bertanggung', 'janji', 'amp', 'program', 'pemerintahannya', '', 'bertgg', 'jwb', 'menjembatani', 'eksekutif', 'amp', 'legislatif', 'berkoordinasi', 'dgn', 'partai', 'koalisi', 'mengkoreksi']",netral
"['', 'dimakeup', 'pake', 'apapun', 'tetep', '', 'politik', 'identitas', 'lakukan', 'kepentingan']",netral
"['', 'asmara', 'identitas', '', 'otak', 'dipakai', 'otak', 'masi', 'jeblog', 'nggak', 'komen']",netral
"['sir', 'hellleeeeehhh', '', 'nggedabrush']",netral
"['salah', 'langkah', '', '', 'ansor', 'menghalau', 'politik', 'identitas', 'jelang', 'pemilu', '', '', '', 'pdip', 'ganjar', 'pranowo', 'mahfud', '', '', 'gerindra', 'pkb', 'pks', 'nasdem', 'prabowo', 'anies', 'baswedan', 'cak', 'imin', 'naufal', 'adzan', 'jakarta']",negatif
"['chotimah', '', '']",netral
"['', 'setuju', 'bikin', 'celah', 'janjijanji', 'narasinarasi', 'progresif', 'bikin', 'masyarakat', 'optimis']",netral
"['', 'petugas', 'partai', 'bos', 'nyajadi', 'banggakan']",netral
"['', 'sumsel', 'palembang', 'anis', '', 'terbaik']",netral
"['nad', '', 'marm', '', 'durian', 'janji', 'kebiasaan', 'tujuannya', 'menjatuhkan', 'anis', '', 'silahkan', 'dinilai']",netral
"['', 'sumsel', 'palembang', 'yth', '', 'janji', 'hutang', 'tolong', 'peringatkan', 'cak', 'imin', 'utk', 'obral', 'janji', '', 'masuk', 'akal']",netral
"['', 'lasan', 'mendukung', 'anisyg', 'sarional']",netral
"['', 'nya', 'mas', 'sowan', '', 'jgn', '', 'media', 'bicaranya', 'mencairkan', 'suasana', 'luluh', 'hati', 'nya', 'demokrat', 'gak', 'jamin', 'sih']",netral
"['ahy', 'dongkrak', 'elektabilitas', 'anies', 'baswedan', 'temuan', 'survei', 'polling', 'institute']",netral
"['', 'sumsel', 'palembang', 'semoga', '', 'kesehatan', 'anies', 'keluarga', 'gus', 'muhaimin', 'keluargaamiin']",netral
